FP130,FP130X,HE111,HE111S,HE111W,HE111X,HE112,HE112S,HE112V,HE112W,HH104,HH104X,HH215,HH215A,HH215M,HH216,NE203,NL110,NN220,NS101,SC111,SC112,SC112R,SM121A,SM122,SM122R,SM122X,SM131,SM221,SM221P,SM221X,SM223,SM239,SP211,SP211P,SP211R,SP212,SP212P,SP212R,SY110
A-,,V,,,,,,B+,,A-,,A,,,A-,A-,A,A-,B-,B,B+,,,B,,,,B,,,,B,A-,,,A-,,,B
C,,B,,,,B,,,,A,,B,,,B-,B,A,,B,D,D,,,D,,,,,,,C+,,B,,,C,,,C
A-,,A,,,,A,,,,B+,,,,C+,A,A-,A,,A,A-,B,,,A,,,,,,,A,,B-,,,B,,,A-
A,,V,,,,,,A,,A,,A,,,A,B,A,,B,B,C,,,V,,,,,C,,,,A-,,,C+,,,A
A,,A,,,,A,,,,B,,A,,,A,A,A,,A,A,A,,,A,,,,,,,A,,B+,,,A,,,A
B,,A-,,,,B,,,,B,,,,,,,B,,B,C,D,,,RF;B,,,,,,,,,,,,,,,B-
B+,,V,,,,,,B,,B-,,,,A,A,A,A,C+,B,C-,D,,,D,,,,,,,B+,,C+,,,D+,,,B-
A,,A-,,,,A,,,,A,,,,,,,A,,B,C,D+,,,C,,,,C,,,,,,,,,,,B+
A,,A,,,,B+,,,,A,,,,,,,A,,A,A-,B+,,,V,,,,,B-,,,,,,,,,,A
A,,A,,,,A,,,,A-,,A-,,,A,A,A,A,A-,A,B,,,A-,,,,,,,A,,A,,,A,,,A
C,,,B,,,,B+,,,B-,,,,A-,A-,A,A-,B-,B,C-,C+,,,B-,,,,,,,B+,C-,B+,,,B-,,,A-
A-,,A,,,,A-,,,,A-,,A,,,A-,A-,A-,,A,A,A,,,V,,,,,A,,,A,A,,,A,,,A
A,,V,,,,,,A,,A,,A,,,A-,A,A,,A,V,,,,A,,,,,,,A-,,,B+,,A-,,,B+
B,,B,,,,A,,,,C,,A,,,B-,B,A,,B,B,C,,,C,,,,C-,,,,,B,,,B+,,,B
A,,A,,,,B+,,,,B,,,,,,,A-,,C+,B+,B+,,,B,,,,B,,,,,,,,,,,A-
B-,,A-,,,,A,,,,A,,B+,,,A-,A-,A-,A-,A,B,A-,,,A-,,,,B+,,,,,A,,,A-,,,A-
C-,,D,,,,C,,,,RF;C,,C,,,D,C+,B,,C,C,D,,,D,,,,,,,D,,C-,,,RF;C,,,C
V,,A,,,,A,,,,A,,A,,,A,A,A,A,B+,B,B+,,,B-,,,,,,,A,,B,,,B+,,,A
B,,,,A-,,,,,B,C,,,,B-,,B+,A,B,C+,C-,D+,,,C,,,,,,,D+,,C,,,D,,,C+
B,,,,A,,,,,A-,B+,,,,,A-,B+,A,A-,A-,B,B-,,,B+,,,,B,,,,,B,,,B,,,B
,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,,,,,B,,,
V,,A,,,,A,,,,A,,,A,,V,,A,,A,B+,A-,,,A-,,,,A,,,,,,,,,,,A
B+,,B+,,,,B,,,,A,,,,,,,B,,B-,C-,C-,,,D,,,,,,,,,,,,,,,C
V,,A,,,,A,,,,A-,,,,B+,B+,B+,B+,A-,B+,C,D+,,,D+,,,,B-,,,,,C,,,B,,,A-
A,,,A,,,,A-,,,B,,B+,,,A,A-,B+,B+,A,B,C,,B-,B,,,,,,,B,,A-,,,C+,,,B
A,,,A-,,,,A,,,C+,,,,B-,B,C+,B+,B+,C+,C-,D+,,,C+,,,,C-,,,,,C,,,C,,,C
A,,A,,,,A,,,,B,,A-,,,B+,A,A,,A-,A-,A,,,B,,,,A,,,,,A,,,A,,,A
V,,A-,,,,A,,,,A,,A,,,,B+,A,A,A-,B,B,,,A,,,,A-,,,,,A,,,A-,,,B+
A-,,B+,,,,A-,,,,B,,A-,,,A-,A,B+,,A-,B,B,,,A-,,,,C-,,,,,A-,,,B-,,,B
A,,,A,,,,A-,,,B,,,,A-,A-,A-,A,A,A-,A-,A-,,,B+,,,,A,,,,,A,,,A,,,A
A-,,B,,,,B+,,,,C+,,B+,,,B,B+,B+,,B,B+,B,,,C,,,,C-,,,,,V,,,V,,,B
B+,,A-,,,,B+,,,,A-,,,,B,A,A,A-,,B+,B,A-,,,A,,,,A-,,,,,,,,,,,B+
B,,,,A,,,,,B+,B,,B+,,,B-,B+,B,,A,B,C,,,B,,,,,,,B-,,C,,,C+,,,B
C+,,D+,,,,C+,,,,D+,,A,,,B+,A-,D,B,D,D,D+,,B-,C,,,,,,,C-,,D,,,D,,,C
C,,,,B,,,,,,B,,,,,,,C,,D,RF;F,,,F,,,,,,,,,,,,,,,,D
A,,V,,,,,,B+,,B,,,B,,B-,A,A-,A-,B,B-,B-,,,C,,,,B,,,,,B+,,,B,,,B+
,C+,,,,A,,,,C,,A-,,C-,,B-,B,B+,,B+,D+,B,,,C+,,,,,,,A-,C,B-,,,B-,,,C-
B,,B,,,,A,,,,C,,,,C,B,B-,C,,B,C,D,,,D,,,,,,,D,,C+,,,D,,,C
B,,,A,,,,B,,,B,,,A,,A,A,B,,A,V,,,,V,,,,,C,,,,,B,,,B+,,B
B+,,A-,,,,A,,,,B+,,,,B+,B,A-,A,,A-,C+,C,,,B-,,,,,,,B-,,C,,,C,,,B+
C,,,,A,,,,,B+,C,,,,C+,C+,C+,B,,B,B,C,,,D,,,,,,,C,,C,,,C-,,,C
C+,,C+,,,,B-,,,,B,,C,,,C,B,B,,B-,D+,D,,,C-,,,,,,,C,,C-,,,D,,,C+
B+,,A-,,,,B,,,,C+,,,,B,C,B-,C,,C+,C-,B-,,,D+,,,,,,,C+,,D,,,C-,,,D+
B,,,A-,,,,A,,,B,,A,,,B+,B+,B+,B+,A-,B+,B,,,C,,,,C,,,,,B-,,,B,,,B
A-,,A,,,,A,,,,A-,,,,,,,A-,,B,C+,C+,,,C+,,,,,,,,,,,,,,,A-
B+,,B+,,,,A,,,,B+,,,,B,A-,B+,A-,,A,A-,A,,,B,,,,B,,,,,A,,,A,,,A-
B+,,B-,,,,A-,,,,C,,A,,,A-,B+,B,B-,D,D,D+,,,D,,,,,,,D+,,D,,,D,,,B
V,,A-,,,,A-,,,,A-,,,A,,A,A,A-,A-,B+,B-,B-,,,B+,,,,A-,,,,,B+,,,B,,,B+
A-,,B-,,,,B,,,,B,,,,A-,B,B,A-,,B,D,D,,,D,,,,,,,B,,C-,,,C,,,C+
B+,,,B,,,,B,,,B,,B+,,,,B+,A-,B,C+,D+,C,,,C+,,,,,,,B,C,B-,,,C,,,C+
A,,C,,,,A,,,,B,,,C,,B,A-,A,,C+,C-,D+,,,D+,,,,,,,C,,D,,,C-,,,C
C+,,D,,,,B+,,,,C+,,C,,,,C-,D,B,D,D,D,,,RD,D,,,,,,B-,,V,,,B-,,,C
V,,A,,,,A,,,,A,,A-,,,,,A,,A,A-,A,,,A,,,,A,,,,,,,,,,,A
C+,,B,,,,B,,,,C+,,,,B-,B,B-,B,B-,C,D+,D+,,B-,B-,,,,,,,C,,D,,,D,,,C-
A-,,A-,,,,A-,,,,B+,,,A-,,A-,A,A,,A-,A,A-,,,B,,,,B,,,,,A,,,A,,,B
A,,,B+,,,,A-,,,A-,,,A,,A,A,A,,A,A,A-,,,B+,,,,A,,,,,,,,,,,A
B+,,A-,,,,B+,,,,B,,,B,,W;B,C,B,,B-,C,D+,,,C+,,,,C,,,,,C+,,,D,,,C
B,,C,,,,A,,,,C,,A-,,,B-,B,B,,A,C,C,,,B,,,,,,,B,C,C+,,,B,,,B
B,,B,,,,B+,,,,C,,B-,,,C-,B,C,,C+,D,C,,D+,C,,,,,,,C-,,C,,,C-,,,C
B-,,,,B,,,,,B,RF;B-,,B-,,,,C,B-,B+,B-,D+,C-,,B,C,,,,,,,B-,D+,C,,,B-,,,C
B-,,C,,,,F,,,,F,,F,,,,,D+,,D,D,RF,C-,F,,,,,,,,,,,,,,,,C-
A-,,A-,,,,B+,,,,C,,A-,,,,A-,A,A-,B+,C,C,,,B,,,,C-,,,,,C,,,D,,,B+
A-,,A,,,,A-,,,,B+,,,,A-,,A,A-,B,B,B-,C,,,C+,,,,,,,A,B-,B,,,B,,,B-
B,,A-,,,,B+,,,,B+,,A-,,,A-,A,A-,,B+,B+,B-,,,B+,,,,B,,,,,A,,,B+,,,A-
A-,,,B,,,,C,,,C+,,,B-,,A,B+,B,,B-,B-,C-,,A-,A,,RF,,C-,,,,,B+,,,,,,B-
V,,A,,,,A,,,,A-,,,A-,,A,A,A,,B-,B,A-,,,B,,,,,,,A,,B,,,B,,,A-
B,,V,,,,,,A,,B,,,A,,A,A,B,B,B,B,B,,,C,,,,RD,,,A,B,A,,,B,,,B
B,,V,,,,,,B,,B,,B,,,B,B+,B+,,C,C-,C-,,,C+,,,,,,,B-,C+,C-,,,C+,,,C+
A,,V,,,,,,A,,A,,,A,,A,B+,A,,A,B,B,,,B,,,,,,,B,,C,,,B,,,A
B+,,B+,,,,B+,,,,A-,,,,,,,A-,,B,B-,C-,,,A-,,,,,,,,,,,,,,,B+
D,,B+,,,,B,,,,C,,B,,,A-,B,B,C,C,B+,B-,,B-,B,,,,,,,C+,D,D+,,,D+,,,C
A,,V,,,,,,A,,A-,,A-,,,,A-,A,A-,A,A-,A-,,,A,,,,,,,A,,C+,,,B+,,,B+
A,,A,,,,A,,,,C,,B,,,A-,C,A,,B,D,C,,,B,,,,,,,C,,C+,,,C+,,,B
A-,,,A,,,,A-,,,B,,A,,,A,A,A,A,A,B,B-,,,B,,,,C-,,,,,B,,,B,,,B
A,,A-,,,,A-,,,,B+,,,,,,,A,,A-,B,B,,,B-,,,,,,,,,,,,,,,A
V,,V,,,,,,A-,,A-,,,,,,,B,,C+,C-,D,,,D,,,,,,,,,,,,,,,C
B,,C+,,,,A-,,,,C,,,,,,,A,,A-,B-,B,,,D+,,,,,,,,,,,,,,,C+
C,,A,,,,A,,,,A,,A-,,,B,B+,A,,B,B,C,,,A,,,,C+,,,,,B-,,,B+,,,C
A,,A,,,,A,,,,A-,,,,A,,A,A,A-,A-,A,A,,,B+,,,,A,,,,,A,,,A,,,A
A-,,V,,,,,,,,A-,,,,,B+,,A-,,A-,A,A,,,V,,,,V,,,,V,V,,,A-,,,A
V,,A-,,,,A-,,,,A-,,,,B+,A-,A,A-,B+,B+,C,C,,,C,,,,,,,B,,B,,,C+,,,B-
V,,V,,,,,,A,,A,,A,,,A,A,A,A,A,A,A,,,V,,,,,A,,,,A,,,A,,,A
W,,B,,,,W,,,,B,,,,,,,W,,W,B-,W,,,W,,,,,,,,,,,,,,,C+
A,,B+,,,,A,,,,A,,,,,,,A,,A,A,A-,,,V,,,,,B+,,,,,A,,,,,A
C+,,B,,,,B,,,,D+,,B-,,,A-;RF,B-,B-,B,C,C,C,,,D,,,,RF,,,A,,B,,,C,,,D+
B+,,B,,,,B,,,,C+;RF,,,C,,B,A-,B-,B,C,C,C-,,,C,,,,,,,B,,C-,,,C+,,,C+
V,,A,,,,A,,,,A,,A,,,A,A,A,,A,A,B,,,A,,,,,,,A-,B,B,,,B,,,B
A,,A,,,,A-,,,,A,,A,,,A-,A,A,,B+,A,A,,,A,,,,A,,,,,A,,,A,,,B+
A-,,B+,,,,C+,,,,A,,,A,,,A,A,A,B-,C,C+,,,B,,,,,,,B+,,C+,,,B,,,B+
B-,,B,,,,A-,,,,B,,,,,,,B+,,C,RF;C+,C-,,,D,,,,,,,,,,,,,,,B-
A,,B-,,,,B-,,,,B+,,,,,,,B,,B+,C-,C+,,,D+,,,,C,,,,,,,,,,,B
B,,C+,,,,A,,,,B-,,,C-,,A,B,B,A,C+,C,C-,,,C,,,,,,,B,C-,C,,,C+,,,B
V,,A,,,,A,,,,A,,A,,,A,A,A,,A,A,A,,,V,,,,,A,,,,A,,,A,,,A
B,,A,,,,A,,,,B,,,C+,,A-,B+,B,,B,B,C,,,C,,,,,,,B,C,B+,,,B-,,,B
A,,B+,,,,A,,,,A,,A,,,A-,A,B,B+,C+,B,B,,,B-,,,,B+,,,,,A,,,A,,,B+
A,,A,,,,A,,,,A-,,A-,,,A-,A-,A,A,A,A-,A-,,,A,,,,,,,A,A,A,,,B,,,A-
A,,C+,,,,B-,,,,B,,,,,,,B,,B,C,C+,,,B,,,,,,,,,,,,,,,A-
B,,A,,,,A-,,,,B+,,A,,,B+,B+,B+,A,B,B,C+,,,B+,,,,C+,,,,,B+,,,B-,,,C
A-,,A-,,,,A,,,,A-,,A-,,,A,A,A,,A,A-,A,,,A-,,,,A,,,,,A,,,A,,,A
B-,,B+,,,,B+,,,,B-,,,,,,,B,,B,C,C,,,C-,,,,C+,,,,,,,,,,,B-
A,,A-,,,,A-,,,,B,,,,,,,A-,,B,C,D,,,B-,,,,,,,,,,,,,,,B-
,,,,,,,,,,,,,,,,,,B+,,,,,,,,,,,,,,,,,,,,,
A-,,A-,,,,A,,,,B+,,,A,,A-,B+,A,,B+,B-,C+,,,B-,,,,,,,B+,,B-,,,B-,,,B
,B,,,B,,,,,A,,A,A,,,A,A-,A,,B,B,C,,,B,,,,,,,A-,,B,,,B-,,,C
B+,,V,,,,,,A,,B,,A,,,A,A,A-,,B,B,C+,,,C,,,,,,,B,,B-,,,C-,,,B-
A,,A,,,,A,,,,A,,A,,,,A,A-,A,A,A,A,,,V,,,,,A,,,,A,,,A,,,A
C,,B,,,,B-,,,,C+,,,B,,B,B,A,,C+,D+,C+,,B-,B-,,,,,,,C+,,D,,,D,,,C
A-,,B,,,,B+,,,,A,,A-,,,A,B+,A-,,B+,B-,B-,,,D+,,,,,,,A-,D,B-,,,C-,,,B-
,,,W,,,,,,,W,,,,,,,,,,V,,,,V,,,,,W,,,,,,,,,,W
C,,B,,,,A,,,,B,,A,,,C,B-,B,,B,B,B,,,,,C,V,,,B,,,B,,,C,,,B
B,,B+,,,,A-,,,,A-,,,,,,,A,,B,B,C,,,C-,,,,C-,,,,,,,,,,,B+
,A-,,,,A,,,,A-,,B+,,,B+,B+,A,B,,B,B-,A-,,,A,,,,A-,,,,,V,,,A,,,B
B+,,C+,,,,B,,,,B,,,,,,,C+,,C,D,D,,,C,,,,,,,,,,,,,,,B
C,,,,B,,,,,B+,C,,A,,,B,C+,B,,C,D,RF,B,,B;RF,,,,,,,D,,C,,,D+,,,C
A,,A-,,,,A-,,,,B+,,A,,,,A,A-,B+,B+,B,B+,,,A-,,,,,,,A,,B+,,,A-,,,A-
B,,A,,,,A-,,,,V,,A,,,A,A-,A,,A-,A,A,,,V,,,,V,,,,A,,B+,,A-,,,A
A,,,A,,,,A,,,A-,,,,A,A,A,A,B,B,B-,C-,,,C+,,,,,,,C+,,C+,,,D+,,,A
A-,,A,,,,B,,,,B+,,A-,,,B+,B+,A-,,A-,A-,B,,,V,,,,,B+,,,,A-,,,A,,,B
B,,,B+,,,,B+,,,B+,,,,B+,A,A-,B,,B+,C+,C-,,,B-,,,,B-,,,,,A-,,,B+,,,A-
RF;D,,,,B,,,,,C-,D,,C,,,B,D,B,B,D,D,D,,C-,C,,,,,,,D+,,RF,,C-,C,,,D
V,,V,,,,,,A,,A,,,,A,A,A,A,A,A,V,V,,,V,,,,,A,,,,V,,,V,,,A
V,,B,,,,B,,,,B+,,A,,,,,B+,,B-,C,D,,,C-,,,,,,,,,,,,,,,C+
A,,A,,,,A,,,,A,,,,,,,A,,B+,B+,A-,,,B+,,,,,,,,,,,,,,,A
A-,,B,,,,B+,,,,B-,,,A-,,B,B+,B,B-,C,C-,C-,,,C,,,,,,,B-,,C,,,C+,,,C+
C,,B+,,,,B-,,,,C+,,,C+,,A-,B+,B,B+,B-,C-,D+,,,D,,,,,,,C+,C,D,,,B,,,C-
B,,B,,,,B+,,,,B-,,,,,,A-,B+,,C,C,D,,,C,,,,,,,B,,B-,,,,,,C
V,,,A,,,,A,,,A,,A,,,A,A,A,,A,V,,,,B,,,,B,,,,,,A,,,A,,A
C,,B,,,,B,,,,C,,A-,,,C+,A,B,,C,C,D,,B,B,,,,,,,D+,,RF,,B,C+,,,C
,,V,,,,,,,,B-,,,,,A,,B-,,B,B,C-,,,B,,,,,,,,,,,,,,,A-
V,,,B,,,,A,,,A,,A-,,,A-,A-,A,,A,B,A,,,A,,,,B+,,,,,A-,,,A-,,,A
A-,,,A-,,,,A-,,,A-,,B,,,B,A-,A-,B+,B,C-,C-,,,C,,,,,,,A-,,C+,,,C+,,,B+
B,,A,,,,A,,,,A,,,,A,A,A,A,,A,V,,,,V,,,,V,,,,,V,,,A,,,A
A-,,,A-,,,,A,,,A-,,A,,,B+,A,B,A-,B+,V,,,,V,,,,,B+,,,B+,,A-,,A-,,,A
V,,V,,,,,,A,,A,,,A-,,A,A,A,A-,B+,A,A,,,V,,,,,B,,,,A,,,A,,,A
B,,A,,,,B+,,,,A-,,,,A,V,A-,A-,B+,B,C-,C-,,B,C+,,,,,,,B,,B,,,C,,,B-
A,,A,,,,B,,,,B,,A,,,B+,A,A,,A,B,C,,,C,,,,C,,,,B,B-,,,B,,,B
C,,B,,,,A,,,,B,,C,,,B+,C+,B,,B,V,C,,,V,,,,,A,,,C,V,,,,B+,,B
B,,A,,,,B,,,,B,,B+,,,B-,A-,A,,A,C,C,,C,B,,,,,,,C+,,C-,,,C,,,C
A,,A,,,,A-,,,,A-,,A-,,,A-,A,A-,A,B,B-,C+,,A-,A,,,,,,,B+,C+,B-,,,B+,,,B
A,,B,,,,A,,,,A,,B+,,,A,A,A,,A,A,A,,,A,,,,B,,,,,A-,,,A,,,B
A,,V,,,,,,A,,A,,,A,,A,A,A,,A,V,,,,V,,,,,A,,,,V,,,A,,,A
B,,B,,,,B,,,,C,,,A,,B+,A-,A,,B,C,C,,,B,,,,,,,A-,,C,,,C+,,,B
A,,,A,,,,A-,,,A-,,A,,,A,A,A-,B,A,C,D+,,,B,,,,,,,B+,D+,B-,,,B-,,,A-
B+,,A,,,,A-,,,,B,,,,B+,A-,B+,A-,B+,B,C,C+,,,B+,,,,,,,B-,D,C+,,,C+,,,B-
A,,V,,,,,,A,,A,,,A-,,,B,A,,A,V,,,,V,,,,V,,,,,V,,,V,,,A
B+,,A,,,,B+,,,,B+,,,B-,,A-,B+,B,B,C+,V,,,,B-,,,,B+,,,,,V,,,A-,,,B-
A,,A,,,,A,,,,A,,,,A,A-,A-,A,,A,A,A,,,B,,,,A,,,,,A,,,B+,,,A
V,,V,,,,,,,,C,,A,,,,,A,,B-,D,D,,,B,,,,,,,,,,,,,,,C
A,,A,,,,B,,,,A,,,,A,B+,A,A,,A,A,A,,,A,,,,B,,,,,A,,,A,,,B
B+,,B,,,,A-,,,,B,,A-,,,A-,A,A,A,A,A,A-,,,,,B+,V,,,A-,,B+,A,,,A-,,,A-
B,,C+,,,,B,,,,D,,A,,,,A,B,B-,B-,D,D+,,,B-,,,,C-,,,,,B+,,,B,,,B
A,,V,,,,,,A,,A,,,A,,A,A,A,A,A,A-,A-,,,V,,,,,A,,,,A,,,A,,,A-
B,,B+,,,,A,,,,A-,,A,,,B+,B,A,B,B,B,B,,,B-,,,,,,,A,C,B+,,,B,,,B-
RF;D,,B-,,,,B+,,,,A,,,B-,,A,B-,B+,A,B,D,D,,C-,D,,,,,,,D,,RF,,D,D,,,C
V,,V,,,,,,A,,A-,,A,,,B,A,A,A-,A-,B+,A,,,B-,,,,B,,,,,A,,,A-,,,B+
C,,,,A,,,,,C+,C-,,B,,,B,C+,B-,A,C,D,RF,A,,D+,,,,,,,C-,,D,,,D+,,,C
V,,V,,,,,,,,A,,A,,,A-,,A-,,A,A-,A-,,,V,,,,,A,,,,,,,,,,A
C,,B,,,,B,,,,B,,A,,,W,W;B+,A,,A,C,A,,,B,,,,C-,,,,,B-,,,W;C+,,,C
B+,,,A-,,,,A,,,A,,,,A,A-,A,A,A-,A,B,B+,,,B-,,,,B,,,,,A,,,B,,,B
V,,A,,,,A-,,,,A,,,,,B,,B,,A-,B-,B-,,,B,,,,,,,,,,,,,,,A-
B+,,A,,,,A-,,,,A-,,,B,,A,A,A,,B,B+,C,,,B,,,,C,,,,,B,,,B,,,B
C+,,,,B-,,,,,B+,B+,,,,,,C-,B-,B+,C,RF;B,C+,,B,C+,,,,D+,,,,,C,,,C-,,,C
B,,V,,,,,,A,,A-,,A,,,,A,A-,A,A-,B-,B,,,D+,,,,B-,,,,A-,A-,,,A-,,,A
C-,,B,,,,D,,,,D+,,,,,,,C+,,B,C-,C-,,,B-,,,,,,,,,,,,,,,D
A,,,,,,,,,,,,,,,,,,A-,,,,,,,,,,,,,,,,,,,,,
B,,A,,,,B,,,,B,,A-,,,A,B+,A,,A,A,A,,,A,,,,C+,,,,,B+,,,C,,,A
B+,,B+,,,,A-,,,,B,,B+,,,B+,A-,B,B-,C+,B+,B-,,,B-,,,,,,,C+,,C+,,,C,,,B-
B-,,C+,,,,B-,,,,C,,B+,,,B+,C+,A-,,C,C+,D,,,RF;A,,,,D,,,,,D+,,,B-,,,C+
B,,B,,,,A-,,,,B,,A,,,B-,B+,B+,B,B,C,D+,,,C,,,,,,,C+,,D,,,D+,,,C
V,,V,,,,,,,,A,,,,A,,,A-,,B,B-,C-,,,B-,,,,,,,,,,,,,,,A-
A,,V,,,,,,A-,,A,,,,B+,A,A,A,B+,B-,B-,B,,,B,,,,,,,A-,,B-,,,B,,,B-
B,,,,B-,,,,,B,C+,,A-,,,,C+,D+,C,C,D,C-,,,D+,,,,RF,,,B,,C,,,C-,,,B-
A-,,A,,,,A-,,,,B+,,B+,,,,A,A-,A-,A-,C,C-,,,C,,,,B+,,,,,C+,,,A-,,,A-
C+,,A,,,,B-,,,,B+,,,,B+,B,B,C+,,B,B-,C+,,,C+,,,,,,,C,,C+,,,C+,,,B-
B,,,A-,,,,A-,,,B+,,,,A,,A,B+,B-,B-,B-,C,,,D,,,,C+,,,,,B,,,C+,,,B
V,,A,,,,A,,,,A,,,A,,A,A,A,,A,A,A,,,A,,,,A,,,,,A,,,A,,,A
,,,,,,,,,,,,,,,,A,,,,,,,,,,,,,,,,B-,,,,,,,
V,,V,,,,,,,,A,,B+,,,,,A-,,B+,B-,C-,,,B,,,,,,,,,,,,,,,B
A,,A,,,,A,,,,A,,A-,,,B+,A,A,,A,B,B,,,A,,,,,,,A,B,B,,,C+,,,A
A,,B,,,,C,,,,B,,A,,,A,B+,A,,A,B,B,,,B,,,,C+,,,,,C+,,,B,,,B
A-,,A-,,,,B,,,,A-,,,B,,A-,B,A-,,B-,B-,C+,,,C,,,,,,,B-,,C+,,,C+,,,B-
C,,B,,,,B,,,,B,,A-,,,A-,B+,C+,C,C,C-,C+,,D,D+,,,,,,,D+,,C-,,,RF,,C-,D
D,,B,,,,B+,,,,B,,B-,,,B,B,B,B,C,C-,D+,,,D,,,,,,,C+,,C+,,,C,,,C+
A-,,V,,,,,,A-,,A,,,A,,B,A-,B,A,B+,A-,B,,,B-,,,,,,,B-,,D+,,,C-,,,A
C,,B,,,,A,,,,B,,,C+,,A-,B-,A,,B,C,C,,,C,,,,,,,B,,B-,,,C,,,C
A,,A,,,,A-,,,,A,,A-,,,A-,A,A,,A-,B,B,,,A,,,,B,,,,,B-,,,B+,,,B
B,,A,,,,A,,,,A,,A-,,,B+,B+,A-,,B,B-,C+,,,B+,,,,B-,,,,,B-,,,C+,,,B-
A,,A,,,,A,,,,A-,,,,,,,A,,A-,B-,B,,,V,,,,,D,,,,,,,,,,A
V,,V,,,,,,,,B,,A,,,,,A-,,B,B-,C-,,,B,,,,C+,,,,,,,,,,,A
C-,,A-,,,,B,,,,C-,,B,W,,A-,C-,B+,,C,C-,C,,D+,C,,,,,,,C-,,D,,,C-;W,,,D
B+,,A-,,,,B,,,,B+,,A-,,,B,A,B+,B,B,A-,B+,,,C,,,,,,,B+,C-,B-,,,C,,,A-
A,,A,,,,A-,,,,A,,,A,,B+,A,A,A,A-,B,B+,,,A,,,,B,,,,A,A,,,A,,,A-
B,,C+,,,,B+,,,,B,,,,,,,B+,,D,D,C,,,A-,,,,,,,,,,,,,,,C+
C,,B+,,,,A-,,,,B,,A-,,,B+,B-,B,B,B,C+,C,,,D,,,,,,,C+,C-,C+,,,C,,,C
A-,,A,,,,A,,,,A,,,,,,,A,,A,A,A,,,A,,,,,,,,,,,,,,,A
A,,A,,,,A,,,,A-,,A,,,B+,B+,A-,A-,B,C+,B-,,,C+,,,,C,,,,,B,,,C+,,,A
A,,,A,,,,A,,,A,,,A,,A,A,A,,A,A,A,,,V,,,,,A,,,,A,,,A,,,A
A,,,B+,,,,A-,,,B,,C+,,,A,A,A-,,B,B+,C+,,,,,B+,V,,,A,,A,A-,,,A,,,A
B+,,A-,,,,A-,,,,A-,,,,,,,A-,,B+,B-,C,,,B-,,,,C+,,,,,,,,,,,B+
B,,B+,,,,B,,,,B,,A,,,A-,A,B+,B+,C+,C,D+,,C,B+,,,,,,,A-,C-,C,,,C+,,,B+
A,,,B,,,,A,,,B,,A-,,,B,A,A,,B,D,C,,,B,,,,,,,B-,,C+,,,C,,,B
C,,C,,,,B-,,,,B+,,C+,,,A-,A-,A-,B,B,D+,D,,B+,B-,,,,,,,C+,,B-,,,C,,,B-
A-,,A,,,,A,,,,A-,,B,,,A,B,A,,B,B-,C,,,C,,,,C,,,,,B,,,B,,,B-
A-,,V,,,,,,A-,,A-,,B+,,,A-,A,A-,A,B+,A,A,,,A,,,,,,,A,A,A-,,,A,,,A-
A,,A-,,,,A,,,,A,,A,,,A,A,A-,B+,A,B,B,,,B,,,,B-,,,,C,B,,,A-,,,B
A,,,,A,,,,,B+,B,,B,,,B-,A-,B,,B,C,C,,C,B,,,,,,,C+,D,D+,,,C,,,C
B,,A-,,,,A,,,,B,,,,,,,A-,,B-,B-,C+,,,B-,,,,,,,,,,,,,,,B-
A,,B,,,,B,,,,B,,,B,,B+,A-,B,,A,V,,,,C,,,,C,,,,,V,,,,B-,,A
C,,A,,,,A,,,,B,,B,,,C+,B+,A,,A,C,C,,,C,,,,,,,B+,,B+,,,C,,,B
V,,V,,,,,,A,,A,,A,,,A,A,A,,A,A,A,,,V,,,,,A,,,A,B+,,,A,,,A
A,,B+,,,,A-,,,,A-,,,B,,B+,A-,A-,B,B-,B,B,,,B,,,,,,,B+,,B,,,B,,,C
B,,B,,,,B,,,,B-,,A-,,,A,B,B+,,C,C-,D,,,C,,,,,,,C,,D,,,C-,,,D+
B,,B,,,,A,,,,B,,,A,,A,A-,B,B,C+,C,D+,,,D,,,,,,,C-,,C+,,,B-,,,B
A-,,A,,,,A-,,,,A,,A,,,B+,A,A,,A,B-,C+,,,B+,,,,,,,A-,,B-,,,B+,,,B
A,,A,,,,A,,,,A-,,,A-,,,A,A,B+,B+,B+,B,,,C,,,,,,,A-,,A,,,B+,,,A-
A,,A-,,,,A,,,,B+,,,,A,,A,B+,B+,A-,B,B-,,,B+,,,,C,,,,,B+,,,B+,,,A-
B,,A-,,,,B+,,,,B+,,B,,,B+,A-,B,B,B,B-,C-,,,C+,,,,,,,B,D+,C+,,,C,,,B-
A,,A-,,,,A-,,,,B-,,A-,,,B,B,B+,B,C+,D+,D,,,D+,,,,,,,C,,C,,,D+,,,C-
A,,,A,,,,A,,,A-,,A,,,A,A-,A,A-,A-,A,A,,,A,,,,A,,,,,A,,,A-,,,A
V,,B,,,,A-,,,,B,,B+,,,B+,A,A,,A,B+,A,,,B,,,,A,,,,A,A,,,A,,,A-
B-,,A-,,,,A,,,,A,,A,,,A-,A-,A,,A,A-,A,,,V,,,,,B,,,,A,,,A,,,A-
C,,B-,,,,B+,,,,B-,,,B-,,B,A-,B+,,B-,A-,B,,,A-,,,,,,,A,,B,,,B,,,C+
A,,V,,,,,,A,,A,,A,,,A,A,A,,A,A,A-,,,A,,,,,,,A,,A-,,,B+,,,A-
